rank,hex_id,lat,lon,resolution,divipola_code,municipality,department,wind_speed,slope,dist_to_grid,dist_to_roads,land_use,protected_area,conflict_risk,wind_speed_norm,slope_norm,dist_to_grid_norm,dist_to_roads_norm,land_use_norm,protected_area_norm,conflict_risk_norm,suitability_score
1046,876622336ffffff,10.9034,-74.4370,7,47570,Puebloviejo,Magdalena,8.5200,12.9300,79.1000,75.4000,0.0200,0.5650,0.0380,0.9512,0.4752,0.6836,0.4973,0.0259,0.4350,0.9591,0.3970
1047,8766204d4ffffff,11.2557,-74.1310,7,47001,Santa Marta,Magdalena,8.5300,14.7000,137.5000,124.9000,0.1950,0.8170,0.0280,0.9526,0.4034,0.4500,0.1673,0.2526,0.1830,0.9699,0.3970
1048,876620730ffffff,11.2460,-73.8401,7,47001,Santa Marta,Magdalena,8.0500,15.1200,152.1000,143.1000,0.2270,0.7820,0.0000,0.8875,0.3864,0.3916,0.0460,0.2940,0.2180,1.0000,0.3965
1049,876622b1bffffff,11.1155,-74.2415,7,47001,Santa Marta,Magdalena,8.3400,13.3700,112.5000,110.6000,0.1140,0.8380,0.0370,0.9268,0.4574,0.5500,0.2627,0.1477,0.1620,0.9602,0.3965
1050,8766206a4ffffff,11.0726,-73.9339,7,47001,Santa Marta,Magdalena,8.0900,16.1000,136.9000,135.7000,0.2050,1.0000,0.0000,0.8930,0.3466,0.4524,0.0953,0.2655,0.0000,1.0000,0.3964
1051,8766204ccffffff,11.2116,-74.0378,7,47001,Santa Marta,Magdalena,8.4600,15.1000,137.7000,132.8000,0.1730,0.8840,0.0000,0.9431,0.3872,0.4492,0.1147,0.2241,0.1160,1.0000,0.3961
1052,87662079affffff,11.0909,-73.9906,7,47001,Santa Marta,Magdalena,8.0300,14.5900,134.3000,127.1000,0.1790,1.0000,0.0190,0.8848,0.4079,0.4628,0.1527,0.2319,0.0000,0.9796,0.3961
1053,876623c68ffffff,10.6271,-73.7997,7,20570,Pueblo Bello,Cesar,7.5100,16.7000,137.4000,132.7000,0.2140,0.5860,0.0000,0.8144,0.3222,0.4504,0.1153,0.2772,0.4140,1.0000,0.3961
1054,876622b68ffffff,11.0963,-74.0290,7,47001,Santa Marta,Magdalena,8.0900,15.6200,124.3000,125.5000,0.1680,1.0000,0.0070,0.8930,0.3661,0.5028,0.1633,0.2176,0.0000,0.9925,0.3959
1055,876623ce5ffffff,10.6280,-73.9555,7,47980,Zona Bananera,Magdalena,7.7800,17.1100,128.6000,122.8000,0.1800,0.6550,0.0000,0.8509,0.3056,0.4856,0.1813,0.2332,0.3450,1.0000,0.3959
1056,876622b08ffffff,11.1383,-74.1809,7,47001,Santa Marta,Magdalena,8.7000,13.1200,131.9000,117.8000,0.1000,0.9420,0.0000,0.9756,0.4675,0.4724,0.2147,0.1295,0.0580,1.0000,0.3959
1057,876623d0effffff,10.8263,-73.9567,7,47980,Zona Bananera,Magdalena,8.0900,15.2600,119.7000,127.9000,0.1510,0.9480,0.0020,0.8930,0.3807,0.5212,0.1473,0.1956,0.0520,0.9978,0.3959
1058,8766206d1ffffff,10.8977,-73.8722,7,47980,Zona Bananera,Magdalena,7.7100,15.8000,138.7000,129.4000,0.2460,0.9690,0.0230,0.8415,0.3588,0.4452,0.1373,0.3187,0.0310,0.9753,0.3957
1059,876622ac5ffffff,10.9049,-74.2222,7,47189,Ci�Naga,Magdalena,8.3200,14.8000,103.1000,98.5000,0.1240,0.8510,0.0420,0.9241,0.3994,0.5876,0.3433,0.1606,0.1490,0.9548,0.3956
1060,8766231abffffff,10.4621,-73.8148,7,20570,Pueblo Bello,Cesar,7.4400,16.9300,127.7000,131.7000,0.1820,0.3780,0.0000,0.8049,0.3129,0.4892,0.1220,0.2358,0.6220,1.0000,0.3956
1061,876622a4bffffff,10.8835,-74.0682,7,47980,Zona Bananera,Magdalena,7.9800,15.8300,116.7000,109.0000,0.1440,1.0000,0.0140,0.8780,0.3575,0.5332,0.2733,0.1865,0.0000,0.9849,0.3956
1062,876622b62ffffff,11.1351,-74.0838,7,47001,Santa Marta,Magdalena,8.1000,13.8900,146.5000,124.0000,0.2020,0.9780,0.0350,0.8943,0.4363,0.4140,0.1733,0.2617,0.0220,0.9624,0.3955
1063,8766206eeffffff,10.9280,-73.7916,7,47980,Zona Bananera,Magdalena,7.5100,15.2700,141.4000,139.3000,0.2120,0.9210,0.0000,0.8144,0.3803,0.4344,0.0713,0.2746,0.0790,1.0000,0.3952
1064,876623c52ffffff,10.6150,-73.9372,7,47053,Aracataca,Magdalena,7.7200,16.2700,128.0000,120.2000,0.1730,0.5990,0.0060,0.8428,0.3397,0.4880,0.1987,0.2241,0.4010,0.9935,0.3948
1065,876623571ffffff,10.4605,-74.0294,7,47288,Fundaci�N,Magdalena,7.9400,14.9400,113.8000,107.8000,0.1030,0.3940,0.0120,0.8726,0.3937,0.5448,0.2813,0.1334,0.6060,0.9871,0.3947
1066,876620698ffffff,10.9549,-73.9837,7,47980,Zona Bananera,Magdalena,7.8500,16.2900,125.3000,119.7000,0.1610,1.0000,0.0000,0.8604,0.3389,0.4988,0.2020,0.2085,0.0000,1.0000,0.3946
1067,8766204eaffffff,11.2320,-74.0359,7,47001,Santa Marta,Magdalena,7.5800,14.2800,137.0000,132.1000,0.2290,0.8740,0.0390,0.8238,0.4205,0.4520,0.1193,0.2966,0.1260,0.9581,0.3944
1068,876623ce0ffffff,10.6203,-73.9756,7,47053,Aracataca,Magdalena,7.6300,12.6300,121.6000,117.8000,0.1410,0.6280,0.0530,0.8306,0.4874,0.5136,0.2147,0.1826,0.3720,0.9430,0.3943
1069,876623da0ffffff,10.8553,-74.0903,7,47980,Zona Bananera,Magdalena,8.2300,14.2600,109.8000,110.4000,0.0940,1.0000,0.0040,0.9119,0.4213,0.5608,0.2640,0.1218,0.0000,0.9957,0.3942
1070,876620634ffffff,11.1232,-73.8514,7,47001,Santa Marta,Magdalena,7.9300,16.2600,142.0000,141.7000,0.2340,0.9480,0.0000,0.8713,0.3401,0.4320,0.0553,0.3031,0.0520,1.0000,0.3942
1071,8766204cbffffff,11.1707,-74.0416,7,47001,Santa Marta,Magdalena,8.0600,13.0900,138.8000,133.4000,0.1880,0.9550,0.0420,0.8889,0.4688,0.4448,0.1107,0.2435,0.0450,0.9548,0.3938
1072,876623d60ffffff,10.8177,-73.8212,7,47980,Zona Bananera,Magdalena,7.6400,16.5200,136.6000,134.3000,0.2160,0.8580,0.0000,0.8320,0.3295,0.4536,0.1047,0.2798,0.1420,1.0000,0.3937
1073,876622b54ffffff,11.1124,-74.1444,7,47001,Santa Marta,Magdalena,7.7300,13.3700,123.4000,117.6000,0.1150,0.9600,0.0140,0.8442,0.4574,0.5064,0.2160,0.1490,0.0400,0.9849,0.3932
1074,8766206dcffffff,10.8847,-73.8539,7,47980,Zona Bananera,Magdalena,7.8800,15.4200,134.9000,132.6000,0.2500,0.9770,0.0360,0.8645,0.3742,0.4604,0.1160,0.3238,0.0230,0.9613,0.3932
1075,8766202abffffff,11.0001,-73.4935,7,44090,Dibulla,La Guajira,7.3400,15.1200,187.7000,140.3000,0.3050,0.4150,0.0000,0.7913,0.3864,0.2492,0.0647,0.3951,0.5850,1.0000,0.3924
1076,876622271ffffff,10.6425,-74.2857,7,47268,El Ret�N,Magdalena,7.9600,13.4400,89.2000,78.8000,0.0600,0.5150,0.0490,0.8753,0.4545,0.6432,0.4747,0.0777,0.4850,0.9473,0.3924
1077,876623d5affffff,10.7126,-73.8892,7,47980,Zona Bananera,Magdalena,7.9000,14.5600,130.7000,127.3000,0.2360,0.7680,0.0560,0.8672,0.4091,0.4772,0.1513,0.3057,0.2320,0.9398,0.3923
1078,87662079effffff,11.1114,-73.9887,7,47001,Santa Marta,Magdalena,8.2200,16.0000,140.4000,127.4000,0.2660,1.0000,0.0360,0.9106,0.3506,0.4384,0.1507,0.3446,0.0000,0.9613,0.3923
1079,876622a0cffffff,11.0152,-74.1924,7,47189,Ci�Naga,Magdalena,8.3500,15.5300,113.5000,103.3000,0.1020,0.9200,0.0000,0.9282,0.3697,0.5460,0.3113,0.1321,0.0800,1.0000,0.3920
1080,876623528ffffff,10.5202,-74.0824,7,47288,Fundaci�N,Magdalena,7.9800,14.9700,97.5000,100.8000,0.0580,0.4570,0.0000,0.8780,0.3925,0.6100,0.3280,0.0751,0.5430,1.0000,0.3917
1081,87662312bffffff,10.5155,-73.6736,7,20570,Pueblo Bello,Cesar,6.8800,15.5500,138.8000,145.8000,0.2130,0.3150,0.0000,0.7290,0.3689,0.4448,0.0280,0.2759,0.6850,1.0000,0.3917
1082,876623c8dffffff,10.6234,-74.0728,7,47053,Aracataca,Magdalena,7.6100,14.8400,107.7000,108.5000,0.1130,0.6100,0.0210,0.8279,0.3977,0.5692,0.2767,0.1464,0.3900,0.9774,0.3917
1083,876622a74ffffff,11.0174,-74.1337,7,47189,Ci�Naga,Magdalena,7.9900,14.3900,114.0000,104.3000,0.1220,0.9980,0.0320,0.8794,0.4160,0.5440,0.3047,0.1580,0.0020,0.9656,0.3915
1084,8766206ddffffff,10.8718,-73.8356,7,47980,Zona Bananera,Magdalena,7.8500,14.0500,141.3000,140.5000,0.1640,0.8860,0.0000,0.8604,0.4298,0.4348,0.0633,0.2124,0.1140,1.0000,0.3912
1085,876623c6affffff,10.6195,-73.8199,7,20570,Pueblo Bello,Cesar,7.5300,15.8600,139.1000,139.7000,0.2030,0.5990,0.0000,0.8171,0.3563,0.4436,0.0687,0.2630,0.4010,1.0000,0.3912
1086,8766206caffffff,10.8588,-73.8174,7,47980,Zona Bananera,Magdalena,7.2500,16.1900,137.3000,137.5000,0.2260,0.8800,0.0000,0.7791,0.3429,0.4508,0.0833,0.2927,0.1200,1.0000,0.3912
1087,876622a2dffffff,11.0509,-74.1501,7,47189,Ci�Naga,Magdalena,8.0500,14.5800,127.9000,117.0000,0.1380,0.9830,0.0120,0.8875,0.4083,0.4884,0.2200,0.1788,0.0170,0.9871,0.3911
1088,876623cecffffff,10.5944,-73.9391,7,47053,Aracataca,Magdalena,7.9200,15.7400,126.5000,118.9000,0.1370,0.6060,0.0000,0.8699,0.3612,0.4940,0.2073,0.1775,0.3940,1.0000,0.3906
1089,876620680ffffff,11.0035,-73.9597,7,47189,Ci�Naga,Magdalena,8.2500,14.8100,141.7000,131.2000,0.1640,1.0000,0.0000,0.9146,0.3989,0.4332,0.1253,0.2124,0.0000,1.0000,0.3905
1090,8766202ddffffff,10.8868,-73.4261,7,44090,Dibulla,La Guajira,6.8900,14.6900,184.8000,136.6000,0.2710,0.3100,0.0000,0.7304,0.4038,0.2608,0.0893,0.3510,0.6900,1.0000,0.3904
1091,8766204f5ffffff,11.2912,-74.0888,7,47001,Santa Marta,Magdalena,8.0600,12.7400,135.5000,133.1000,0.1340,0.7820,0.0200,0.8889,0.4830,0.4580,0.1127,0.1736,0.2180,0.9785,0.3904
1092,876623c1dffffff,10.6746,-73.9901,7,47980,Zona Bananera,Magdalena,7.8500,15.8100,116.2000,114.1000,0.1820,0.7190,0.0440,0.8604,0.3584,0.5352,0.2393,0.2358,0.2810,0.9527,0.3901
1093,876623116ffffff,10.5446,-73.8072,7,20570,Pueblo Bello,Cesar,7.5300,16.5800,142.2000,136.8000,0.2100,0.4650,0.0000,0.8171,0.3271,0.4312,0.0880,0.2720,0.5350,1.0000,0.3899
1094,87662350bffffff,10.4506,-74.1083,7,47288,Fundaci�N,Magdalena,7.5800,15.0400,91.3000,100.0000,0.1450,0.3520,0.0780,0.8238,0.3896,0.6348,0.3333,0.1878,0.6480,0.9161,0.3899
1095,8766204d0ffffff,11.2353,-74.1329,7,47001,Santa Marta,Magdalena,8.6000,16.7100,138.5000,118.2000,0.1980,0.8500,0.0130,0.9621,0.3218,0.4460,0.2120,0.2565,0.1500,0.9860,0.3899
1096,8766207a0ffffff,11.1954,-73.9225,7,47001,Santa Marta,Magdalena,8.1200,14.4900,152.6000,141.4000,0.2370,0.9020,0.0220,0.8970,0.4119,0.3896,0.0573,0.3070,0.0980,0.9763,0.3899
1097,876623d36ffffff,10.9192,-74.0260,7,47980,Zona Bananera,Magdalena,8.1500,16.7000,121.5000,122.5000,0.1700,1.0000,0.0090,0.9011,0.3222,0.5140,0.1833,0.2202,0.0000,0.9903,0.3898
1098,876620783ffffff,11.1265,-73.9484,7,47001,Santa Marta,Magdalena,8.1900,14.8300,133.5000,131.5000,0.1740,0.9670,0.0160,0.9065,0.3981,0.4660,0.1233,0.2254,0.0330,0.9828,0.3896
1099,8766231a2ffffff,10.5217,-73.8678,7,20570,Pueblo Bello,Cesar,7.7200,16.0500,129.0000,132.5000,0.2050,0.4320,0.0290,0.8428,0.3486,0.4840,0.1167,0.2655,0.5680,0.9688,0.3895
1100,8766204e2ffffff,11.2783,-74.0705,7,47001,Santa Marta,Magdalena,8.5200,14.5400,141.4000,127.4000,0.1570,0.8480,0.0010,0.9512,0.4099,0.4344,0.1507,0.2034,0.1520,0.9989,0.3894
1101,87662045dffffff,11.2492,-73.9370,7,47001,Santa Marta,Magdalena,7.6700,13.8300,146.3000,136.3000,0.1610,0.8450,0.0000,0.8360,0.4387,0.4148,0.0913,0.2085,0.1550,1.0000,0.3892
1102,876623c34ffffff,10.7829,-74.0191,7,47980,Zona Bananera,Magdalena,8.1100,14.2900,106.2000,114.3000,0.0990,0.8710,0.0170,0.8957,0.4200,0.5752,0.2380,0.1282,0.1290,0.9817,0.3887
1103,876623d2dffffff,10.8696,-73.8942,7,47980,Zona Bananera,Magdalena,7.7900,16.3300,134.2000,134.0000,0.2140,0.9810,0.0090,0.8523,0.3373,0.4632,0.1067,0.2772,0.0190,0.9903,0.3886
1104,876622a20ffffff,11.0897,-74.2050,7,47189,Ci�Naga,Magdalena,8.1700,13.3200,115.2000,107.9000,0.1080,0.9210,0.0390,0.9038,0.4594,0.5392,0.2807,0.1399,0.0790,0.9581,0.3885
1105,876622b20ffffff,11.2331,-74.1915,7,47001,Santa Marta,Magdalena,8.5700,14.4700,140.6000,114.6000,0.1570,0.7800,0.0240,0.9580,0.4127,0.4376,0.2360,0.2034,0.2200,0.9742,0.3885
1106,8766204c3ffffff,11.2170,-74.0762,7,47001,Santa Marta,Magdalena,7.9100,14.7000,138.9000,127.9000,0.1810,0.8600,0.0190,0.8686,0.4034,0.4444,0.1473,0.2345,0.1400,0.9796,0.3885
1107,876623c48ffffff,10.5783,-73.8236,7,20570,Pueblo Bello,Cesar,7.4500,16.1900,129.1000,133.3000,0.1720,0.5240,0.0000,0.8062,0.3429,0.4836,0.1113,0.2228,0.4760,1.0000,0.3882
1108,87662350dffffff,10.4789,-74.0862,7,47288,Fundaci�N,Magdalena,7.4700,15.4000,99.7000,104.3000,0.1410,0.3650,0.0570,0.8089,0.3750,0.6012,0.3047,0.1826,0.6350,0.9387,0.3882
1109,8766206ebffffff,10.8945,-73.7752,7,47980,Zona Bananera,Magdalena,7.7700,14.8000,144.1000,144.4000,0.2380,0.8690,0.0220,0.8496,0.3994,0.4236,0.0373,0.3083,0.1310,0.9763,0.3881
1110,876623c24ffffff,10.7851,-73.9604,7,47980,Zona Bananera,Magdalena,7.8200,15.9600,124.2000,120.6000,0.1610,0.9100,0.0090,0.8564,0.3523,0.5032,0.1960,0.2085,0.0900,0.9903,0.3879
1111,8766230a2ffffff,10.3771,-73.8810,7,20238,El Copey,Cesar,7.3600,16.2800,124.9000,128.5000,0.1480,0.3180,0.0000,0.7940,0.3393,0.5004,0.1433,0.1917,0.6820,1.0000,0.3877
1112,876622a4cffffff,10.9246,-74.0644,7,47980,Zona Bananera,Magdalena,8.1400,15.2700,118.5000,115.7000,0.1990,1.0000,0.0580,0.8997,0.3803,0.5260,0.2287,0.2578,0.0000,0.9376,0.3876
1113,876623c5affffff,10.5684,-73.9025,7,47053,Aracataca,Magdalena,7.8300,16.3200,121.9000,121.4000,0.1800,0.5230,0.0310,0.8577,0.3377,0.5124,0.1907,0.2332,0.4770,0.9667,0.3876
1114,87662064effffff,10.9323,-73.6745,7,47980,Zona Bananera,Magdalena,7.8100,14.0200,160.8000,148.9000,0.2040,0.7440,0.0000,0.8550,0.4310,0.3568,0.0073,0.2642,0.2560,1.0000,0.3875
1115,876623114ffffff,10.5523,-73.7871,7,20570,Pueblo Bello,Cesar,7.3600,16.1300,131.7000,134.3000,0.2020,0.4660,0.0150,0.7940,0.3454,0.4732,0.1047,0.2617,0.5340,0.9839,0.3875
1116,876623cf1ffffff,10.6051,-74.0160,7,47053,Aracataca,Magdalena,7.3900,15.7600,111.6000,104.4000,0.1060,0.6440,0.0000,0.7981,0.3604,0.5536,0.3040,0.1373,0.3560,1.0000,0.3874
1117,8766222ecffffff,10.5782,-74.3503,7,47268,El Ret�N,Magdalena,7.6900,14.9800,72.8000,75.1000,0.0870,0.3550,0.0690,0.8388,0.3920,0.7088,0.4993,0.1127,0.6450,0.9258,0.3874
1118,876623194ffffff,10.4988,-73.9284,7,47288,Fundaci�N,Magdalena,7.7900,16.6900,128.7000,123.0000,0.1490,0.4160,0.0000,0.8523,0.3226,0.4852,0.1800,0.1930,0.5840,1.0000,0.3868
1119,8766206e4ffffff,10.9820,-73.8061,7,47980,Zona Bananera,Magdalena,8.1400,15.1300,147.6000,141.6000,0.2720,0.9160,0.0330,0.8997,0.3860,0.4096,0.0560,0.3523,0.0840,0.9645,0.3867
1120,876623d41ffffff,10.7560,-73.8268,7,47980,Zona Bananera,Magdalena,7.6700,17.2000,134.7000,129.7000,0.2450,0.7790,0.0220,0.8360,0.3019,0.4612,0.1353,0.3174,0.2210,0.9763,0.3866
1121,87662352dffffff,10.5279,-74.0622,7,47288,Fundaci�N,Magdalena,7.5000,14.1700,92.8000,107.8000,0.0460,0.4970,0.0000,0.8130,0.4249,0.6288,0.2813,0.0596,0.5030,1.0000,0.3863
1122,876623101ffffff,10.5209,-73.7121,7,20570,Pueblo Bello,Cesar,7.2200,16.0200,138.1000,143.4000,0.1970,0.3720,0.0000,0.7751,0.3498,0.4476,0.0440,0.2552,0.6280,1.0000,0.3863
1123,87662038dffffff,11.1229,-73.4824,7,44090,Dibulla,La Guajira,7.5300,15.6800,192.7000,134.6000,0.2870,0.3690,0.0000,0.8171,0.3636,0.2292,0.1027,0.3718,0.6310,1.0000,0.3861
1124,876623cceffffff,10.5378,-73.9833,7,47288,Fundaci�N,Magdalena,7.5800,13.7200,111.0000,115.1000,0.1100,0.5170,0.0360,0.8238,0.4432,0.5560,0.2327,0.1425,0.4830,0.9613,0.3860
1125,876620699ffffff,10.9420,-73.9654,7,47980,Zona Bananera,Magdalena,8.2500,15.9300,121.4000,128.7000,0.1570,1.0000,0.0070,0.9146,0.3535,0.5144,0.1420,0.2034,0.0000,0.9925,0.3858
1126,87662069effffff,10.9679,-74.0020,7,47189,Ci�Naga,Magdalena,7.8100,15.0800,139.4000,121.0000,0.1880,1.0000,0.0250,0.8550,0.3880,0.4424,0.1933,0.2435,0.0000,0.9731,0.3858
1127,876623c46ffffff,10.6379,-73.8766,7,47980,Zona Bananera,Magdalena,7.7600,15.0700,124.5000,124.7000,0.1280,0.6710,0.0000,0.8482,0.3884,0.5020,0.1687,0.1658,0.3290,1.0000,0.3858
1128,87662045bffffff,11.2213,-73.9590,7,47001,Santa Marta,Magdalena,8.3700,14.3500,145.0000,132.9000,0.1770,0.8880,0.0160,0.9309,0.4176,0.4200,0.1140,0.2293,0.1120,0.9828,0.3855
1129,87662069cffffff,10.9754,-73.9818,7,47189,Ci�Naga,Magdalena,8.1100,15.5700,127.1000,128.9000,0.2070,1.0000,0.0380,0.8957,0.3681,0.4916,0.1407,0.2681,0.0000,0.9591,0.3855
1130,876623575ffffff,10.4812,-74.0275,7,47288,Fundaci�N,Magdalena,7.9200,15.8700,116.6000,106.9000,0.0970,0.4290,0.0000,0.8699,0.3559,0.5336,0.2873,0.1256,0.5710,1.0000,0.3852
1131,876623d0dffffff,10.8209,-73.9182,7,47980,Zona Bananera,Magdalena,8.0200,15.3100,134.0000,131.4000,0.1560,0.9190,0.0000,0.8835,0.3787,0.4640,0.1240,0.2021,0.0810,1.0000,0.3847
1132,8766204c8ffffff,11.1911,-74.0397,7,47001,Santa Marta,Magdalena,8.0100,16.0600,142.3000,127.0000,0.1910,0.9290,0.0010,0.8821,0.3482,0.4308,0.1533,0.2474,0.0710,0.9989,0.3847
1133,876620230ffffff,11.1175,-73.4440,7,44090,Dibulla,La Guajira,7.7200,15.6600,187.5000,127.5000,0.2310,0.3180,0.0000,0.8428,0.3644,0.2500,0.1500,0.2992,0.6820,1.0000,0.3847
1134,876620295ffffff,11.0239,-73.5884,7,44090,Dibulla,La Guajira,7.5600,15.8800,162.7000,134.8000,0.2320,0.5690,0.0000,0.8211,0.3555,0.3492,0.1013,0.3005,0.4310,1.0000,0.3846
1135,8766207b5ffffff,11.2008,-73.9609,7,47001,Santa Marta,Magdalena,8.1700,15.1300,142.4000,134.1000,0.2280,0.9420,0.0330,0.9038,0.3860,0.4304,0.1060,0.2953,0.0580,0.9645,0.3844
1136,876622b5effffff,11.0585,-74.1299,7,47189,Ci�Naga,Magdalena,8.0800,13.5700,118.6000,120.0000,0.1040,0.9960,0.0180,0.8916,0.4493,0.5256,0.2000,0.1347,0.0040,0.9806,0.3844
1137,876623196ffffff,10.4912,-73.9486,7,47288,Fundaci�N,Magdalena,7.5900,14.8000,128.8000,114.4000,0.1670,0.4180,0.0460,0.8252,0.3994,0.4848,0.2373,0.2163,0.5820,0.9505,0.3844
1138,876623131ffffff,10.5675,-73.7467,7,20570,Pueblo Bello,Cesar,7.5500,14.8700,135.4000,142.9000,0.1820,0.4420,0.0160,0.8198,0.3965,0.4584,0.0473,0.2358,0.5580,0.9828,0.3844
1139,876623c15ffffff,10.7211,-74.0248,7,47980,Zona Bananera,Magdalena,7.4800,16.0500,116.7000,111.2000,0.1350,0.8310,0.0040,0.8103,0.3486,0.5332,0.2587,0.1749,0.1690,0.9957,0.3843
1140,876623981ffffff,10.8091,-73.6858,7,20570,Pueblo Bello,Cesar,7.9500,15.5800,148.1000,148.6000,0.2130,0.6790,0.0000,0.8740,0.3677,0.4076,0.0093,0.2759,0.3210,1.0000,0.3843
1141,876623d4affffff,10.7149,-73.8306,7,47980,Zona Bananera,Magdalena,7.0000,17.0200,143.9000,131.2000,0.2420,0.7250,0.0000,0.7453,0.3093,0.4244,0.1253,0.3135,0.2750,1.0000,0.3842
1142,8766204caffffff,11.1836,-74.0598,7,47001,Santa Marta,Magdalena,8.2900,15.0000,132.6000,122.9000,0.1700,0.9500,0.0280,0.9201,0.3912,0.4696,0.1807,0.2202,0.0500,0.9699,0.3839
1143,876620753ffffff,11.0866,-73.7381,7,44090,Dibulla,La Guajira,7.9000,16.8800,148.6000,143.6000,0.2470,0.8000,0.0000,0.8672,0.3149,0.4056,0.0427,0.3199,0.2000,1.0000,0.3839
1144,87662038affffff,11.1079,-73.5225,7,44090,Dibulla,La Guajira,7.7900,16.0900,184.8000,136.1000,0.3100,0.4840,0.0030,0.8523,0.3470,0.2608,0.0927,0.4016,0.5160,0.9968,0.3838
1145,87662065bffffff,10.8967,-73.7167,7,47980,Zona Bananera,Magdalena,7.8800,14.9700,151.3000,146.2000,0.2220,0.7540,0.0070,0.8645,0.3925,0.3948,0.0253,0.2876,0.2460,0.9925,0.3838
1146,8766207a1ffffff,11.1825,-73.9043,7,47001,Santa Marta,Magdalena,8.0500,16.8900,143.1000,140.8000,0.2230,0.9350,0.0000,0.8875,0.3145,0.4276,0.0613,0.2889,0.0650,1.0000,0.3838
1147,876623c22ffffff,10.7569,-73.9825,7,47980,Zona Bananera,Magdalena,8.0300,16.1800,122.8000,112.5000,0.1840,0.8420,0.0400,0.8848,0.3433,0.5088,0.2500,0.2383,0.1580,0.9570,0.3838
1148,876623d86ffffff,10.8195,-74.1327,7,47980,Zona Bananera,Magdalena,8.1900,14.4600,111.2000,102.3000,0.0690,0.8990,0.0000,0.9065,0.4131,0.5552,0.3180,0.0894,0.1010,1.0000,0.3837
1149,87662079cffffff,11.1189,-73.9685,7,47001,Santa Marta,Magdalena,8.1400,14.8600,131.5000,134.4000,0.2200,0.9950,0.0460,0.8997,0.3969,0.4740,0.1040,0.2850,0.0050,0.9505,0.3837
1150,876623c2cffffff,10.7386,-73.9258,7,47980,Zona Bananera,Magdalena,7.8500,15.4500,129.2000,124.6000,0.1560,0.8100,0.0080,0.8604,0.3730,0.4832,0.1693,0.2021,0.1900,0.9914,0.3833
1151,876623d1dffffff,10.8187,-73.9768,7,47980,Zona Bananera,Magdalena,8.1900,15.8700,136.5000,116.0000,0.1720,0.9760,0.0180,0.9065,0.3559,0.4540,0.2267,0.2228,0.0240,0.9806,0.3833
1152,8766202b4ffffff,11.0854,-73.5828,7,44090,Dibulla,La Guajira,7.9500,15.7700,181.6000,139.2000,0.2690,0.5540,0.0000,0.8740,0.3600,0.2736,0.0720,0.3484,0.4460,1.0000,0.3832
1153,876623cc0ffffff,10.5715,-73.9996,7,47053,Aracataca,Magdalena,7.6800,14.6100,110.4000,113.9000,0.1480,0.5800,0.0540,0.8374,0.4071,0.5584,0.2407,0.1917,0.4200,0.9419,0.3832
1154,876623995ffffff,10.8275,-73.7424,7,47980,Zona Bananera,Magdalena,7.4700,16.2900,152.8000,147.7000,0.2660,0.7470,0.0000,0.8089,0.3389,0.3888,0.0153,0.3446,0.2530,1.0000,0.3832
1155,8766204deffffff,11.2019,-74.1166,7,47001,Santa Marta,Magdalena,8.2800,14.6500,122.9000,124.6000,0.1580,0.8780,0.0360,0.9187,0.4054,0.5084,0.1693,0.2047,0.1220,0.9613,0.3830
1156,8766206acffffff,11.0262,-73.8993,7,47189,Ci�Naga,Magdalena,8.1600,14.3800,140.1000,135.3000,0.1800,1.0000,0.0230,0.9024,0.4164,0.4396,0.0980,0.2332,0.0000,0.9753,0.3828
1157,8766200ddffffff,11.2114,-73.6684,7,44090,Dibulla,La Guajira,8.3900,15.5900,171.3000,140.0000,0.2690,0.6390,0.0100,0.9336,0.3673,0.3148,0.0667,0.3484,0.3610,0.9892,0.3828
1158,876623cc3ffffff,10.5508,-74.0015,7,47053,Aracataca,Magdalena,7.9700,16.2600,107.9000,112.9000,0.1610,0.5380,0.0490,0.8767,0.3401,0.5684,0.2473,0.2085,0.4620,0.9473,0.3826
1159,87662068affffff,10.9495,-73.9453,7,47980,Zona Bananera,Magdalena,8.3600,13.5300,126.8000,131.6000,0.1030,1.0000,0.0000,0.9295,0.4509,0.4928,0.1227,0.1334,0.0000,1.0000,0.3826
1160,876623c65ffffff,10.6813,-73.8142,7,47980,Zona Bananera,Magdalena,7.5800,15.7000,138.1000,137.5000,0.2260,0.6610,0.0250,0.8238,0.3628,0.4476,0.0833,0.2927,0.3390,0.9731,0.3826
1161,87662078bffffff,11.0801,-73.9137,7,47001,Santa Marta,Magdalena,8.0700,17.1800,142.1000,135.8000,0.2120,1.0000,0.0000,0.8902,0.3028,0.4316,0.0947,0.2746,0.0000,1.0000,0.3824
1162,876623da9ffffff,10.7959,-74.0374,7,47980,Zona Bananera,Magdalena,8.1200,14.0900,120.3000,112.0000,0.1430,0.9170,0.0490,0.8970,0.4282,0.5188,0.2533,0.1852,0.0830,0.9473,0.3823
1163,876620441ffffff,11.2772,-73.9150,7,47001,Santa Marta,Magdalena,7.7200,15.3500,145.1000,148.0000,0.2870,0.8180,0.0310,0.8428,0.3770,0.4196,0.0133,0.3718,0.1820,0.9667,0.3821
1164,876620682ffffff,10.9960,-73.9799,7,47189,Ci�Naga,Magdalena,7.7500,14.2000,134.0000,123.1000,0.1570,1.0000,0.0270,0.8469,0.4237,0.4640,0.1793,0.2034,0.0000,0.9710,0.3821
